Date,BMW,SAP,VOW,CON,SIE
2005-10-06,38.65,35.3125,37.1672,67.2462,61.6789
2005-10-07,38.74,35.355,36.8988,66.6007,61.4463
2005-10-10,38.56,35.57,36.2626,67.3538,61.2622
2005-10-11,38.4,35.6875,36.2626,66.9039,61.301
2005-10-12,38.34,35.44,35.8252,66.5029,60.6711
2005-10-13,38.43,35.29,35.2586,66.366,60.487
2005-10-14,38.26,35.65,35.2487,66.1998,61.2332
2005-10-17,38.09,36.15,34.9803,66.4247,61.2816
2005-10-18,37.9,36.165,34.9703,65.0164,60.9424
2005-10-19,37.38,35.6625,34.533,62.6106,59.5955
2005-10-20,36.85,36.7625,34.5528,61.8868,59.547
2005-10-21,36.82,36.51,34.0061,61.124,58.9656
2005-10-24,37.13,36.375,34.3143,62.4834,59.4598
2005-10-25,36.8,36.045,34.0061,61.3392,58.9075
2005-10-26,37.1,35.8925,34.6224,62.591,59.1594
2005-10-27,36.68,35.0125,33.4296,60.7328,58.2195
2005-10-28,36.52,35.1675,32.9922,60.8502,58.6652
2005-10-31,36.2,35.675,33.698,62.3954,60.1381
2005-11-01,36.24,35.59,33.5489,63.1093,60.206
2005-11-02,36.35,35.675,33.5986,64.7523,60.642
2005-11-03,35.7,36.1375,33.7874,65.5347,60.9231
2005-11-04,35.16,36.05,33.4495,66.2584,60.2157
2005-11-07,36.09,36.1,34.2646,66.2095,60.2738
2005-11-08,36.68,36.2175,34.5429,66.1998,60.0703
2005-11-09,36.35,36.23,34.0359,66.4051,60.0994
2005-11-10,35.96,35.9925,32.9425,66.2878,60.3998
2005-11-11,36.85,36.65,33.5986,67.3831,61.3397
2005-11-14,36.98,36.4225,33.0817,67.6863,61.301
2005-11-15,37.1,36.37,32.7636,67.5298,61.7274
2005-11-16,37.1,36.015,32.5846,68.1362,61.9405
2005-11-17,37.31,35.8825,32.2566,68.4882,62.2409
2005-11-18,37.65,36.22,32.2069,68.8697,62.9774
2005-11-21,38.04,36.505,32.5747,69.4956,63.2003
2005-11-22,37.46,36.5375,32.1572,69.4173,63.084
2005-11-23,37.31,36.8675,31.8093,69.3684,63.3747
2005-11-24,37.2,36.775,31.8491,68.8697,63.0356
2005-11-25,37.24,37.2125,31.8093,68.7621,62.9968
2005-11-28,37.21,37.5775,31.8689,68.5371,62.7836
2005-11-29,37.22,38.155,32.2765,70.4051,62.8902
2005-11-30,37.32,38.3375,32.356,70.3269,62.3475
2005-12-01,37.47,38.675,33.1413,71.2951,63.21
2005-12-02,37.79,38.95,33.4992,71.6471,63.4813
2005-12-05,37.82,38.625,33.7477,71.8036,62.9774
2005-12-06,37.94,38.9,33.7377,72.273,63.8011
2005-12-07,37.43,38.625,33.7079,71.8818,64.4116
2005-12-08,37.42,38.805,33.7874,71.4124,64.7992
2005-12-09,37.62,38.75,33.6483,71.7743,65.7004
2005-12-12,37.62,38.7175,33.3501,71.7254,66.5338
2005-12-13,37.46,38.7275,33.0021,72.273,67.8807
2005-12-14,37.28,38.475,32.9027,72.4197,68.0067
2005-12-15,36.9,38.75,32.8829,72.6936,68.0261
2005-12-16,37.0,38.63,32.6343,72.4491,69.3827
2005-12-19,36.92,38.625,32.6443,72.2828,69.9641
2005-12-20,37.02,38.2375,32.356,72.4686,69.8672
2005-12-21,36.76,38.5975,32.1572,72.273,69.9738
2005-12-22,36.86,38.525,31.9982,72.273,69.0339
2005-12-23,36.88,38.4475,31.9385,72.1361,69.7122
2005-12-26,36.88,38.4475,31.9385,72.1361,69.7122
2005-12-27,36.9,38.61,32.2566,72.5664,70.4099
2005-12-28,37.12,38.6275,32.3163,72.7914,70.5262
2005-12-29,37.41,38.655,32.356,73.9356,71.4952
2005-12-30,37.05,38.29,32.3063,73.3293,70.1579
2006-01-02,37.4,38.3025,32.6642,73.7694,70.6812
2006-01-03,37.21,38.1825,33.1612,73.5346,70.6618
2006-01-04,37.45,38.5375,32.9823,73.2021,73.0166
2006-01-05,37.31,39.605,32.6542,74.7669,72.4739
2006-01-06,37.78,39.9125,32.8033,76.0285,72.8131
2006-01-09,37.68,40.2325,32.9425,76.4295,72.4061
2006-01-10,37.56,39.12,32.9922,76.2045,70.9525
2006-01-11,37.4,38.375,34.1055,76.7815,71.5049
2006-01-12,37.19,38.2525,34.2149,77.163,71.2239
2006-01-13,37.15,38.2975,34.3143,75.3146,69.9351
2006-01-16,37.0,38.5775,34.1751,76.1165,69.8188
2006-01-17,36.58,38.045,33.7576,75.3537,69.0726
2006-01-18,36.17,37.3775,33.36,74.5713,68.6559
2006-01-19,36.11,37.145,33.6682,74.8647,68.559
2006-01-20,35.89,36.5,32.9127,73.3293,67.8323
2006-01-23,35.88,36.6775,32.694,73.8574,68.3652
2006-01-24,35.95,36.7175,33.2109,73.0065,68.0551
2006-01-25,36.79,40.505,33.6284,74.3561,69.1308
2006-01-26,36.92,41.36,35.0996,75.696,73.6465
2006-01-27,36.92,41.4575,35.2884,76.1361,73.8984
2006-01-30,36.98,41.8625,35.4674,78.6104,73.2782
2006-01-31,37.23,42.125,35.2487,78.3365,72.7356
2006-02-01,37.5,42.945,36.1831,79.2167,73.065
2006-02-02,37.9,42.35,35.9346,80.2827,71.6696
2006-02-03,38.25,42.0,35.7358,80.4881,71.7762
2006-02-06,38.65,41.8025,36.1234,80.9478,72.222
2006-02-07,38.97,41.7125,36.2825,80.3316,72.2801
2006-02-08,38.74,41.695,35.8252,80.2925,72.0185
2006-02-09,39.15,42.125,36.4316,81.8768,73.598
2006-02-10,39.59,41.8525,39.7616,82.0529,71.8634
2006-02-13,40.63,41.5525,41.5509,84.4978,72.6774
2006-02-14,40.05,41.75,41.6404,83.7448,72.8228
2006-02-15,39.58,42.225,41.3123,82.2485,73.6658
2006-02-16,39.59,42.5075,41.8392,81.5541,74.2763
2006-02-17,39.6,42.5625,42.9624,81.3194,74.4217
2006-02-20,39.63,42.76,42.8233,81.2705,73.8984
2006-02-21,39.28,42.6825,42.3958,82.8451,73.6174
2006-02-22,39.6,43.0975,42.9028,83.5981,75.3423
2006-02-23,39.54,43.4875,43.042,85.1335,76.1369
2006-02-24,39.76,43.66,43.1911,85.7692,75.6814
2006-02-27,40.01,43.8125,43.5887,86.5418,76.7958
2006-02-28,40.34,42.7625,42.9823,83.9697,74.6155
2006-03-01,40.49,43.3125,42.1771,86.356,75.2841
2006-03-02,39.64,42.8625,40.6264,85.0749,73.8887
2006-03-03,39.28,42.88,40.7159,84.6054,72.91
2006-03-06,39.37,43.35,41.5708,84.3511,73.2976
2006-03-07,39.24,43.14,41.4018,84.4978,72.9875
2006-03-08,39.16,42.575,40.358,82.1996,72.1348
2006-03-09,40.32,43.3275,40.5469,83.1776,73.6368
2006-03-10,40.56,43.3625,40.7755,84.0284,74.0438
2006-03-13,40.71,43.4125,40.9644,83.9697,73.9662
2006-03-14,41.87,43.395,42.0777,84.2631,73.9372
2006-03-15,42.7,43.6625,42.5946,85.7497,74.005
2006-03-16,42.72,43.625,42.4157,85.867,74.3732
2006-03-17,42.3,43.575,42.0777,84.7228,73.6271
2006-03-20,42.72,43.75,42.8928,87.0406,74.0147
2006-03-21,42.73,43.6625,42.5151,86.9428,73.8693
2006-03-22,44.97,43.575,44.2348,88.6152,73.3557
2006-03-23,45.45,43.7175,44.205,87.0406,73.0263
2006-03-24,46.01,43.48,44.7716,87.4318,72.9391
2006-03-27,44.85,42.8625,44.4336,88.2924,72.4061
2006-03-28,44.61,43.0625,43.9863,88.3804,72.8422
2006-03-29,44.88,43.25,44.1851,88.1164,73.5592
2006-03-30,45.57,44.45,44.9107,89.2313,74.8965
2006-03-31,45.45,44.7525,45.0201,88.8499,74.6542
2006-04-03,46.08,45.1025,46.2428,90.9232,75.8268
2006-04-04,45.69,44.7525,47.0778,93.8767,74.8093
2006-04-05,45.8,44.45,46.3223,94.2386,74.9062
2006-04-06,45.29,46.0675,46.0738,93.3193,75.352
2006-04-07,44.06,46.2225,44.9008,91.8816,74.3732
2006-04-10,44.56,46.86,45.4674,92.9867,74.5767
2006-04-11,44.65,45.73,44.4833,90.9134,72.7453
2006-04-12,44.46,45.84,44.9107,91.422,72.7162
2006-04-13,44.48,45.6875,44.8213,91.6273,72.7162
2006-04-14,44.48,45.6875,44.8213,91.6273,72.7162
2006-04-17,44.48,45.6875,44.8213,91.6273,72.7162
2006-04-18,44.2,45.0175,44.2348,90.8547,72.1929
2006-04-19,44.55,45.8,44.8511,93.6518,74.819
2006-04-20,45.4,45.375,46.0241,94.0136,74.9546
2006-04-21,45.01,44.6225,46.0738,94.4733,75.6911
2006-04-24,44.5,44.18,45.7159,94.4733,76.0787
2006-04-25,44.29,44.3,46.362,94.2092,75.5458
2006-04-26,44.9,44.52,46.5112,95.0014,77.2997
2006-04-27,44.18,44.25,46.4118,93.818,74.945
2006-04-28,43.11,43.3,43.7378,92.2924,72.6774
2006-05-01,43.11,43.3,43.7378,92.2924,72.6774
2006-05-02,43.41,43.6775,43.7477,92.8107,72.2898
2006-05-03,42.26,43.0725,43.042,92.1946,71.3402
2006-05-04,42.64,43.8,41.9485,92.4195,71.4468
2006-05-05,42.81,44.3125,41.7696,90.356,72.629
2006-05-08,42.4,44.205,41.9386,92.3706,71.6599
2006-05-09,43.08,43.945,43.5092,92.4195,71.1367
2006-05-10,43.36,43.41,43.539,92.1261,70.3614
2006-05-11,42.68,42.65,43.042,91.0895,69.1889
2006-05-12,41.07,41.765,41.7994,87.246,68.5687
2006-05-15,40.85,41.8275,40.5071,85.8181,67.8129
2006-05-16,40.99,41.9575,39.8411,85.5736,67.9195
2006-05-17,39.0,40.48,38.7676,82.7864,65.1674
2006-05-18,39.86,40.875,38.2706,83.246,65.7004
2006-05-19,39.93,41.215,37.9525,82.7277,66.4369
2006-05-22,39.17,41.0275,37.7139,78.8158,64.9639
2006-05-23,39.63,42.07,38.9067,82.7179,66.3787
2006-05-24,39.06,41.2575,38.6682,82.1507,64.3922
2006-05-25,39.64,41.7875,38.9564,83.9111,65.8942
2006-05-26,41.36,42.2525,39.2646,85.691,66.34
2006-05-29,40.98,42.0,39.5529,85.5443,66.088
2006-05-30,40.03,41.085,38.6085,83.0406,64.2953
2006-05-31,40.14,40.9675,39.0459,83.3536,65.0414
2006-06-01,39.71,41.61,38.867,83.3243,64.9155
2006-06-02,39.45,41.2875,38.8372,83.9013,64.4697
2006-06-05,39.06,40.795,37.9723,82.1507,63.21
2006-06-06,37.88,39.7925,36.9087,78.9625,62.0471
2006-06-07,37.75,40.125,36.7,78.7277,62.6576
2006-06-08,37.5,38.845,35.8849,75.2559,60.7002
2006-06-09,38.34,39.15,36.6801,78.004,61.6789
2006-06-12,38.04,39.1575,36.2129,77.7791,60.332
2006-06-13,36.96,39.1125,36.4018,75.0603,59.6924
2006-06-14,36.56,38.4875,35.6861,74.7669,59.4695
2006-06-15,37.75,39.625,37.4654,77.652,61.2041
2006-06-16,37.9,40.0525,37.0479,76.0578,60.8649
2006-06-19,38.24,40.9,37.5747,77.2216,64.9155
2006-06-20,38.48,40.9325,37.8133,77.9942,66.2043
2006-06-21,38.13,40.8125,37.1572,78.2974,66.3787
2006-06-22,38.17,40.95,37.3262,78.4343,65.8748
2006-06-23,38.13,40.95,37.7636,79.4123,65.7973
2006-06-26,37.93,40.875,37.525,78.0334,64.7217
2006-06-27,37.49,40.265,36.8292,75.8036,64.2468
2006-06-28,37.6,40.0025,36.9882,75.3048,63.9077
2006-06-29,38.44,40.745,37.9723,76.273,65.4097
2006-06-30,39.06,41.25,39.2646,78.1605,65.9233
2006-07-03,38.96,41.4675,39.3143,79.0407,66.3496
2006-07-04,39.14,41.645,39.1652,79.5101,66.4465
2006-07-05,38.5,40.86,38.2209,76.674,65.274
2006-07-06,39.12,41.85,38.4694,77.4661,66.0105
2006-07-07,38.77,41.415,38.4197,76.1263,65.3806
2006-07-10,39.02,41.425,38.1016,75.1874,65.6035
2006-07-11,38.59,40.57,37.4654,75.0212,63.5685
2006-07-12,39.09,39.9125,37.8531,75.9698,63.8883
2006-07-13,38.9,37.45,37.6244,74.9332,62.3088
2006-07-14,38.25,37.1525,37.2666,72.273,60.5742
2006-07-17,38.05,36.925,36.9684,71.0603,60.8358
2006-07-18,37.7,36.475,36.4813,69.9943,60.7777
2006-07-19,38.41,36.88,37.8729,71.7351,62.2894
2006-07-20,38.47,36.1375,37.7238,72.8598,62.4348
2006-07-21,37.68,34.5575,37.028,70.8843,61.1944
2006-07-24,38.56,35.5,38.4197,72.0579,62.115
2006-07-25,38.87,35.4,39.0161,74.053,62.0181
2006-07-26,38.68,35.0875,38.698,73.9161,62.5026
2006-07-27,39.8,35.6125,42.0976,75.5591,61.3785
2006-07-28,40.29,35.825,41.7497,76.8696,61.0878
2006-07-31,40.41,35.8175,41.6901,78.2387,61.1556
2006-08-01,39.77,35.385,41.0141,77.1825,60.4579
2006-08-02,39.92,35.6,41.5111,77.9942,61.4851
2006-08-03,39.44,34.9425,41.3521,77.1923,60.7389
2006-08-04,39.5,35.6525,41.8491,76.4686,61.4366
2006-08-07,38.72,34.855,41.2825,73.5933,59.9831
2006-08-08,38.75,34.58,41.9087,74.8843,60.1285
2006-08-09,39.26,34.9425,43.1811,77.1043,61.1556
2006-08-10,38.91,34.665,43.3899,75.7742,60.5064
2006-08-11,38.99,34.7125,43.5887,75.7155,60.5451
2006-08-14,39.15,34.845,44.0559,76.8989,61.5142
2006-08-15,39.15,35.77,44.1354,78.1507,62.7836
2006-08-16,39.59,36.98,44.3342,78.2876,63.5491
2006-08-17,39.97,37.2225,45.3779,78.9038,63.9464
2006-08-18,40.15,36.7925,45.3779,79.1189,63.7914
2006-08-21,39.79,36.345,44.7318,78.5224,63.6654
2006-08-22,40.23,36.9,44.1354,78.4148,64.1402
2006-08-23,40.16,36.4925,44.0758,77.6324,63.5782
2006-08-24,40.45,36.575,44.5231,78.3659,63.7914
2006-08-25,40.41,36.425,44.3839,79.3341,63.5104
2006-08-28,40.33,36.9875,44.1752,79.647,64.053
2006-08-29,40.39,37.01,44.2447,80.8695,63.9755
2006-08-30,40.45,37.575,44.4833,82.3169,64.5666
2006-08-31,40.44,37.2725,44.0758,81.6617,64.1306
2006-09-01,40.48,37.09,44.7318,81.5835,64.4988
2006-09-04,40.5,37.4775,44.8312,81.8475,65.6713
2006-09-05,40.42,37.4975,44.9406,81.7008,65.2159
2006-09-06,39.62,36.7825,44.4734,80.0089,64.3631
2006-09-07,38.97,36.35,43.5092,77.1043,63.8689
2006-09-08,39.02,36.4,43.5787,78.3365,63.6848
2006-09-11,38.93,36.2,43.0917,77.9258,63.5007
2006-09-12,39.61,37.48,44.0758,81.4661,64.6151
2006-09-13,40.2,38.225,44.8312,81.6226,65.0705
2006-09-14,40.45,38.12,44.8909,83.6079,64.4406
2006-09-15,39.91,38.5475,44.8213,84.1067,65.3322
2006-09-18,39.81,38.4525,44.7219,87.51,65.2353
2006-09-19,39.77,37.8075,44.6622,86.4245,64.9252
2006-09-20,40.5,38.69,45.1195,88.4098,65.2934
2006-09-21,41.23,38.7975,45.8551,88.5076,65.4678
2006-09-22,40.47,37.9125,44.8809,86.4147,64.7992
2006-09-25,40.86,37.78,45.3282,87.021,64.6151
2006-09-26,41.39,38.615,45.6265,85.9746,66.088
2006-09-27,41.74,39.1375,46.4515,90.0528,66.4756
2006-09-28,41.74,39.5,46.531,88.7032,66.495
2006-09-29,42.24,39.1,46.372,89.4269,66.6694
2006-10-02,41.57,38.685,46.4118,88.2337,66.0202
2006-10-03,41.87,38.645,46.5509,88.3511,65.5841
2006-10-04,42.0,39.435,47.3163,89.5834,65.4
2006-10-05,42.16,39.9125,47.6642,89.554,65.6519
2006-10-06,42.4,40.3,47.6642,90.043,65.7392
2006-10-09,41.97,40.3875,47.5947,90.1017,65.1287
2006-10-10,42.29,40.3875,47.8531,91.3437,65.0802
2006-10-11,42.02,40.5,47.6642,90.4049,64.838
2006-10-12,42.1,40.485,47.7139,91.1286,65.7101
2006-10-13,43.13,41.24,47.7636,89.8963,65.2353
2006-10-16,43.89,41.4,47.7636,89.9941,65.5938
2006-10-17,43.28,40.895,47.2666,88.8792,65.5066
2006-10-18,44.01,41.15,47.9823,90.2288,66.5241
2006-10-19,45.0,39.8625,49.7418,90.2875,67.2024
2006-10-20,44.81,39.2125,49.4734,90.1702,69.0339
2006-10-23,44.58,39.6775,49.9207,89.9452,69.3149
2006-10-24,44.61,39.765,50.4476,90.4635,68.6753
2006-10-25,45.26,39.4425,51.3919,90.0724,68.9563
2006-10-26,45.1,39.4375,52.0877,86.5516,69.3343
2006-10-27,45.2,38.9875,53.1812,85.5736,69.0436
2006-10-30,44.64,38.875,51.9684,86.5027,68.8401
2006-10-31,45.0,38.97,51.4416,85.691,68.3168
2006-11-01,45.2,38.96,51.4416,85.0846,68.3943
2006-11-02,44.55,38.375,51.6901,85.4954,67.4931
2006-11-03,44.31,38.525,51.9883,84.1653,68.1714
2006-11-06,44.67,38.965,53.1812,85.3291,69.2664
2006-11-07,44.58,39.855,53.8273,84.8304,69.4602
2006-11-08,43.58,39.7975,51.6702,83.7057,69.5959
2006-11-09,43.88,39.7675,52.5947,83.4416,71.7568
2006-11-10,43.85,39.25,52.4356,84.5956,72.5708
2006-11-13,44.2,39.6225,52.5847,84.9086,72.629
2006-11-14,44.05,39.7025,51.9883,84.4,72.3867
2006-11-15,44.93,40.075,54.9207,85.6225,72.9681
2006-11-16,45.15,40.355,55.5669,85.4074,73.4042
2006-11-17,44.38,40.2475,51.9983,84.8695,73.4042
2006-11-20,44.55,40.355,51.9386,85.5736,73.9081
2006-11-21,44.15,40.67,52.2766,84.3707,73.6465
2006-11-22,44.04,40.7275,53.7279,85.3291,73.3751
2006-11-23,43.99,40.7225,53.708,87.3927,73.2588
2006-11-24,42.82,40.225,53.0022,87.2362,72.2898
2006-11-27,41.86,39.55,51.8392,84.2044,70.1967
2006-11-28,41.72,39.04,52.0778,84.1849,70.2839
2006-11-29,42.12,39.3175,53.9764,85.2313,70.3517
2006-11-30,41.49,39.465,52.1573,83.9111,69.6734
2006-12-01,41.2,38.4575,51.5907,83.8817,68.8497
2006-12-04,41.2,38.875,51.9386,84.2044,69.1598
2006-12-05,42.02,39.2725,52.1971,85.4269,70.4486
2006-12-06,41.8,38.935,52.2368,85.5345,69.7122
2006-12-07,41.99,38.93,52.7338,85.8964,70.6521
2006-12-08,41.78,38.9275,52.3859,85.5247,71.3208
2006-12-11,42.54,39.04,53.3502,87.7154,71.1657
2006-12-12,42.52,39.125,52.9426,86.6494,71.3983
2006-12-13,42.95,39.3725,53.9764,86.9135,71.3692
2006-12-14,43.4,39.045,53.9565,86.8939,71.7084
2006-12-15,43.22,39.53,53.7279,86.3462,71.9797
2006-12-18,43.26,39.8575,54.6623,86.2973,71.1851
2006-12-19,43.09,39.4525,54.9406,86.3071,70.7394
2006-12-20,43.66,39.6,55.4675,86.9526,70.8944
2006-12-21,43.18,40.25,55.6663,86.2093,71.3886
2006-12-22,42.58,39.62,54.8412,85.2118,70.5359
2006-12-25,42.58,39.62,54.8412,85.2118,70.5359
2006-12-26,42.58,39.62,54.8412,85.2118,70.5359
2006-12-27,43.49,40.25,55.5172,86.0626,71.8247
2006-12-28,43.7,40.2,56.0142,86.0626,72.5902
2006-12-29,43.51,40.26,56.213,86.1604,72.8131
2007-01-01,43.51,40.26,56.213,86.1604,72.8131
2007-01-02,43.8,40.57,55.6166,86.7863,73.5786
2007-01-03,44.05,40.72,55.9645,86.669,73.1716
2007-01-04,43.64,40.64,54.712,86.0235,73.2104
2007-01-05,43.59,40.82,56.0639,85.7692,72.9875
2007-01-08,43.05,42.2,55.6563,84.5761,73.1135
2007-01-09,43.0,41.94,54.7219,85.5736,74.4217
2007-01-10,42.95,41.46,53.8174,85.2411,73.6658
2007-01-11,43.5,42.27,54.1255,87.0015,74.4217
2007-01-12,43.7,39.0,54.2348,87.5296,75.0419
2007-01-15,44.05,39.15,55.2786,89.2411,75.0903
2007-01-16,43.85,38.96,55.2687,89.6323,75.3229
2007-01-17,44.53,38.6,55.2189,89.1628,75.7202
2007-01-18,45.39,38.06,55.5172,90.8645,75.8462
2007-01-19,45.4,37.83,55.8651,90.8058,75.7783
2007-01-22,45.32,37.6,55.1195,91.5002,74.5573
2007-01-23,45.45,38.37,55.3581,91.2557,74.1794
2007-01-24,46.65,35.89,55.4575,91.3437,75.5458
2007-01-25,45.99,35.96,55.2587,89.9257,80.0421
2007-01-26,46.55,35.62,55.4178,89.7301,78.4916
2007-01-29,47.52,35.96,56.0539,89.7594,78.8792
2007-01-30,47.08,36.06,57.1573,89.7203,82.8523
2007-01-31,46.8,35.41,56.4615,90.8156,81.8929
2007-02-01,47.18,35.82,56.6305,93.818,82.5034
2007-02-02,47.24,35.56,56.4615,93.5638,81.6894
2007-02-05,46.94,35.39,56.5112,94.8645,81.2534
2007-02-06,46.55,35.19,56.4416,93.9941,79.6545
2007-02-07,45.43,35.39,56.2627,94.1212,81.2824
2007-02-08,44.64,35.58,56.1633,93.5442,79.9452
2007-02-09,45.57,35.89,57.207,93.1041,80.6235
2007-02-12,44.9,35.81,57.0082,92.4978,80.2165
2007-02-13,45.74,36.0,57.7538,93.2019,81.2534
2007-02-14,46.15,36.33,59.543,95.6469,81.5344
2007-02-15,45.96,36.04,59.8412,97.0063,80.9626
2007-02-16,46.05,35.79,59.4734,96.6542,81.6507
2007-02-19,46.38,35.61,59.7915,97.0552,82.3387
2007-02-20,45.5,35.58,64.6126,98.8253,81.6022
2007-02-21,45.2,35.25,65.0997,97.5931,81.5053
2007-02-22,44.76,35.13,65.1097,96.6053,82.61
2007-02-23,44.81,34.85,65.6564,95.6469,81.8832
2007-02-26,45.04,35.05,65.9546,95.2752,81.4569
2007-02-27,43.69,34.81,64.0758,92.7227,79.2281
2007-02-28,43.91,34.81,66.2528,92.2337,77.2803
2007-03-01,43.01,36.13,65.3383,90.268,76.476
2007-03-02,42.85,35.34,65.3582,90.131,76.2047
2007-03-05,41.72,35.1,63.221,89.0357,75.0709
2007-03-06,42.09,35.2,65.4079,91.2948,75.5361
2007-03-07,42.5,34.94,67.4953,91.3437,75.9721
2007-03-08,42.44,35.3,70.6763,93.1726,77.6098
2007-03-09,42.25,35.09,73.1017,92.9281,77.5323
2007-03-12,42.4,35.05,73.8075,92.5369,78.23
2007-03-13,41.8,34.6,73.0222,90.4635,76.7764
2007-03-14,40.52,33.77,72.2667,88.8499,74.4023
2007-03-15,41.2,34.34,73.3602,90.2093,76.3404
2007-03-16,40.95,33.97,74.4039,89.6714,76.6989
2007-03-19,41.04,33.98,74.3343,90.3169,77.135
2007-03-20,41.26,33.92,75.4974,90.3169,77.2319
2007-03-21,42.9,34.27,76.5411,90.7276,77.2319
2007-03-22,43.42,34.85,78.5292,92.1848,79.7998
2007-03-23,43.87,34.25,83.738,94.2777,79.5963
2007-03-26,43.78,33.99,76.3125,94.5124,78.8405
2007-03-27,43.55,33.87,76.2926,94.5417,78.7048
2007-03-28,42.91,33.63,75.0501,94.3364,76.9218
2007-03-29,43.68,33.5,77.227,95.109,77.3675
2007-03-30,44.17,33.37,76.5709,94.6298,77.542
2007-04-02,44.1,33.65,76.0938,94.532,77.4548
2007-04-03,44.31,34.18,76.4318,97.5539,78.4916
2007-04-04,45.4,34.68,75.9348,97.6909,79.3541
2007-04-05,44.9,34.77,74.8612,97.8473,80.4878
2007-04-06,44.9,34.77,74.8612,97.8473,80.4878
2007-04-09,44.9,34.77,74.8612,97.8473,80.4878
2007-04-10,45.05,34.62,74.5431,97.9745,83.0751
2007-04-11,44.76,34.25,73.887,99.4903,82.7554
2007-04-12,44.7,34.38,74.3542,98.5319,81.641
2007-04-13,44.94,35.39,74.5133,98.6786,83.017
2007-04-16,44.46,36.17,74.2151,100.9573,85.2748
2007-04-17,43.82,36.27,75.3284,100.9378,85.5268
2007-04-18,43.39,36.25,75.7459,98.7471,84.2186
2007-04-19,43.4,36.1,75.3184,98.6395,84.0636
2007-04-20,43.59,36.87,74.553,100.038,87.5521
2007-04-23,44.75,36.83,74.6226,99.2654,89.025
2007-04-24,44.7,36.23,73.4596,98.1896,86.4377
2007-04-25,45.15,36.46,74.056,97.7202,85.6237
2007-04-26,46.0,35.97,73.3602,99.148,86.7575
2007-04-27,45.42,35.49,74.4536,98.7764,87.1838
2007-04-30,45.32,35.49,74.0958,100.2238,86.4377
2007-05-01,45.32,35.49,74.0958,100.2238,86.4377
2007-05-02,45.95,35.26,74.5033,103.1969,87.9591
2007-05-03,46.43,35.01,74.0163,102.6884,88.2982
2007-05-04,48.07,35.26,74.056,104.6932,87.397
2007-05-07,47.8,35.43,73.3403,105.0355,86.9997
2007-05-08,47.27,35.06,70.9049,103.5196,85.2748
2007-05-09,47.44,35.63,69.9805,101.906,85.3911
2007-05-10,48.94,34.9,68.9964,101.6126,84.5384
2007-05-11,50.41,34.53,69.4337,100.8693,84.4027
2007-05-14,49.86,34.66,69.4834,101.5343,84.1701
2007-05-15,50.62,34.45,70.0103,103.5685,84.8485
2007-05-16,49.69,34.06,71.0242,102.3852,85.7206
2007-05-17,49.05,34.0,71.2429,102.2874,86.1179
2007-05-18,49.53,34.3,71.4417,103.2654,89.6742
2007-05-21,49.31,34.25,70.4974,101.8277,89.3448
2007-05-22,49.39,34.94,72.0083,103.1284,89.9359
2007-05-23,50.0,35.68,74.9904,102.395,90.6336
2007-05-24,49.25,35.24,73.2707,100.1749,93.6473
2007-05-25,49.75,35.18,72.227,102.0722,94.878
2007-05-28,49.75,35.18,72.227,102.0722,94.878
2007-05-29,50.6,35.31,72.9725,101.329,95.3722
2007-05-30,49.88,35.1,72.3363,101.3779,94.4516
2007-05-31,49.77,35.57,72.7439,102.7959,94.907
2007-06-01,50.73,36.38,73.4795,104.1553,95.6629
2007-06-04,49.86,36.65,74.3045,104.0086,96.283
2007-06-05,49.2,36.35,74.3542,104.4292,95.3818
2007-06-06,47.6,36.25,72.6445,102.2483,93.5213
2007-06-07,47.1,35.88,71.2429,100.2336,92.8817
2007-06-08,46.81,36.25,71.1435,100.3412,91.2635
2007-06-11,47.3,36.72,70.5172,100.8986,93.3953
2007-06-12,47.22,36.22,71.0043,100.3607,94.4128
2007-06-13,47.38,36.25,71.72,99.3045,95.2171
2007-06-14,49.09,36.58,72.0083,101.5148,99.5971
2007-06-15,49.68,36.66,73.3502,103.7055,103.8609
2007-06-18,49.55,37.35,74.3045,103.549,102.4945
2007-06-19,49.37,37.999,74.056,102.9328,103.0275
2007-06-20,49.38,38.15,74.7121,102.8351,104.0547
2007-06-21,48.33,37.86,73.4099,101.6028,102.1651
2007-06-22,48.0,37.79,73.2111,100.2825,101.7968
2007-06-25,47.97,37.74,73.7677,100.3705,101.7387
2007-06-26,48.0,37.48,74.225,98.7764,101.4868
2007-06-27,47.24,37.81,73.5789,98.1603,100.3045
2007-06-28,47.73,37.92,75.7061,100.8302,102.7174
2007-06-29,48.01,38.07,76.6902,102.1407,103.2698
2007-07-02,47.75,37.99,75.726,101.0845,103.1244
2007-07-03,48.4,37.19,78.3105,102.3167,106.2447
2007-07-04,48.97,37.5,79.2449,103.9989,106.7389
2007-07-05,48.04,37.1,79.0163,103.3925,106.5936
2007-07-06,49.25,37.15,80.0203,104.6248,105.8183
2007-07-09,49.4,36.96,80.1296,105.1431,107.7273
2007-07-10,48.19,36.75,79.3145,103.5001,105.1012
2007-07-11,47.58,36.61,77.734,103.1773,103.5411
2007-07-12,48.66,37.46,79.404,103.9891,107.3688
2007-07-13,48.91,37.85,80.2191,103.9695,107.6692
2007-07-16,49.79,38.15,80.0103,104.3118,106.2544
2007-07-17,48.96,38.1,77.9924,104.2825,104.326
2007-07-18,47.96,37.77,77.3165,102.9231,102.3783
